	mm_Bergmann glial cell	mm_Cajal-Retzius cell	mm_D1/D2-hybrid medium spiny neuron	mm_GABAergic neuron	mm_Island of Calleja granule cell	mm_L2 intratelencephalic projecting glutamatergic neuron	mm_L2/3 intratelencephalic projecting glutamatergic neuron	mm_L4/5 intratelencephalic projecting glutamatergic neuron	mm_L5 extratelencephalic projecting glutamatergic cortical neuron	mm_L5 intratelencephalic projecting glutamatergic neuron	mm_L6 corticothalamic-projecting glutamatergic cortical neuron	mm_L6 intratelencephalic projecting glutamatergic neuron	mm_L6b glutamatergic cortical neuron	mm_Lamp5 Lhx6 neuron	mm_Purkinje cell	mm_amygdala excitatory neuron	mm_arachnoid barrier cell	mm_astrocyte	mm_astrocyte of the cerebellum	mm_astrocyte of the cerebral cortex	mm_astrocyte of the forebrain	mm_border associated macrophage	mm_brain pericyte	mm_cartwheel cell	mm_caudal ganglionic eminence derived interneuron	mm_cerebellar Golgi cell	mm_cerebellar granule cell	mm_cerebellar inhibitory GABAergic interneuron	mm_cerebellar neuron	mm_cerebellum glutamatergic neuron	mm_chandelier pvalb GABAergic cortical interneuron	mm_cholinergic neuron	mm_choroid plexus epithelial cell	mm_corticothalamic-projecting glutamatergic cortical neuron	mm_dendritic cell	mm_dentate gyrus of hippocampal formation granule cell	mm_direct pathway medium spiny neuron	mm_endothelial cell	mm_ependymal cell	mm_ependymoglial cell	mm_glutamatergic neuron	mm_gonadotropin releasing neuron	mm_hippocampal CA1-3 neuron	mm_hypendymal cell	mm_indirect pathway medium spiny neuron	mm_intratelencephalic-projecting glutamatergic cortical neuron	mm_lamp5 GABAergic cortical interneuron	mm_lymphocyte	mm_mammillary body neuron	mm_medial ganglionic eminence derived GABAergic cortical interneuron	mm_medium spiny neuron	mm_microglial cell	mm_midbrain dopaminergic neuron	mm_monocyte	mm_near-projecting glutamatergic cortical neuron	mm_neuron	mm_nucleus accumbens shell and olfactory tubercle D1 medium spiny neuron	mm_olfactory bulb interneuron	mm_olfactory ensheathing cell	mm_olfactory granule cell	mm_oligodendrocyte	mm_oligodendrocyte precursor cell	mm_periglomerular cell	mm_pinealocyte	mm_pvalb GABAergic cortical interneuron	mm_raphe nuclei neuron	mm_sncg GABAergic cortical interneuron	mm_sst GABAergic cortical interneuron	mm_sst chodl GABAergic cortical interneuron	mm_tanycyte	mm_thalamic excitatory neuron	mm_unipolar brush cell	mm_vascular associated smooth muscle cell	mm_vascular leptomeningeal cell	mm_vip GABAergic cortical interneuron	hs_0	hs_1	hs_100	hs_101	hs_102	hs_103	hs_104	hs_105	hs_106	hs_107	hs_108	hs_109	hs_110	hs_111	hs_112	hs_113	hs_114	hs_115	hs_116	hs_117	hs_118	hs_119	hs_120	hs_121	hs_122	hs_123	hs_124	hs_125	hs_126	hs_127	hs_128	hs_129	hs_130	hs_131	hs_132	hs_133	hs_134	hs_135	hs_136	hs_137	hs_138	hs_139	hs_140	hs_141	hs_142	hs_143	hs_144	hs_145	hs_146	hs_147	hs_148	hs_149	hs_150	hs_151	hs_152	hs_153	hs_154	hs_155	hs_156	hs_157	hs_158	hs_159	hs_160	hs_161	hs_162	hs_163	hs_164	hs_165	hs_166	hs_167	hs_168	hs_169	hs_170	hs_171	hs_172	hs_173	hs_174	hs_175	hs_176	hs_177	hs_178	hs_179	hs_180	hs_181	hs_182	hs_183	hs_184	hs_185	hs_186	hs_187	hs_188	hs_189	hs_190	hs_191	hs_192	hs_193	hs_194	hs_195	hs_196	hs_197	hs_198	hs_199	hs_2	hs_200	hs_201	hs_202	hs_203	hs_204	hs_205	hs_206	hs_207	hs_208	hs_209	hs_210	hs_211	hs_212	hs_213	hs_214	hs_215	hs_216	hs_217	hs_218	hs_219	hs_220	hs_221	hs_222	hs_223	hs_224	hs_225	hs_226	hs_227	hs_228	hs_229	hs_230	hs_231	hs_232	hs_233	hs_234	hs_235	hs_236	hs_237	hs_238	hs_239	hs_240	hs_241	hs_242	hs_243	hs_244	hs_245	hs_246	hs_247	hs_248	hs_249	hs_250	hs_251	hs_252	hs_253	hs_254	hs_255	hs_256	hs_257	hs_258	hs_259	hs_260	hs_261	hs_262	hs_263	hs_264	hs_265	hs_266	hs_267	hs_268	hs_269	hs_270	hs_271	hs_272	hs_273	hs_274	hs_275	hs_276	hs_277	hs_278	hs_279	hs_280	hs_281	hs_282	hs_283	hs_284	hs_285	hs_286	hs_287	hs_288	hs_289	hs_290	hs_291	hs_292	hs_293	hs_294	hs_295	hs_296	hs_297	hs_298	hs_299	hs_3	hs_300	hs_301	hs_302	hs_303	hs_304	hs_305	hs_306	hs_307	hs_308	hs_309	hs_310	hs_311	hs_312	hs_313	hs_314	hs_315	hs_316	hs_317	hs_318	hs_319	hs_320	hs_321	hs_322	hs_323	hs_324	hs_325	hs_326	hs_327	hs_328	hs_329	hs_330	hs_331	hs_332	hs_333	hs_334	hs_335	hs_336	hs_337	hs_338	hs_339	hs_340	hs_341	hs_342	hs_343	hs_344	hs_345	hs_346	hs_347	hs_348	hs_349	hs_350	hs_351	hs_352	hs_353	hs_354	hs_355	hs_356	hs_357	hs_358	hs_359	hs_360	hs_361	hs_362	hs_363	hs_364	hs_365	hs_366	hs_367	hs_368	hs_369	hs_370	hs_371	hs_372	hs_373	hs_374	hs_375	hs_376	hs_377	hs_378	hs_379	hs_380	hs_381	hs_382	hs_383	hs_384	hs_385	hs_386	hs_387	hs_388	hs_389	hs_390	hs_391	hs_392	hs_393	hs_394	hs_395	hs_396	hs_397	hs_398	hs_399	hs_400	hs_401	hs_402	hs_403	hs_404	hs_405	hs_406	hs_407	hs_408	hs_409	hs_410	hs_411	hs_412	hs_413	hs_414	hs_415	hs_416	hs_417	hs_418	hs_419	hs_420	hs_421	hs_422	hs_423	hs_424	hs_425	hs_426	hs_427	hs_428	hs_429	hs_430	hs_431	hs_432	hs_433	hs_434	hs_435	hs_436	hs_437	hs_438	hs_439	hs_440	hs_441	hs_442	hs_443	hs_444	hs_445	hs_446	hs_447	hs_448	hs_449	hs_450	hs_451	hs_452	hs_453	hs_454	hs_455	hs_456	hs_457	hs_458	hs_459	hs_460	hs_83	hs_84	hs_85	hs_86	hs_87	hs_88	hs_89	hs_90	hs_91	hs_92	hs_93	hs_94	hs_95	hs_96	hs_97	hs_98	hs_99
mm_Bergmann glial cell	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013198141746393406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019038946151235935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003312855894557709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1448023388634363	0.0	4.9054257588184325e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007190830160530989	0.0	0.0	0.0	0.0	0.0023368711296590373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005259591642019991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010686205583832942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm_Cajal-Retzius cell	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5520870830293414e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016579861876838775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4407351044382652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.829676216573429e-06	6.211291129861298e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.950686422500062e-05	0.00016692103732364097	0.0006859332810792081	0.0	0.0	0.0	0.0001537290809902276	0.0014373307848784594	0.00010273191970422871	0.0007835850034559903	0.004669420914172619	0.0006863370176627105	0.00037910471772002394	0.0	0.0	0.0	0.0	0.00011796311707047732	0.00019179330654285373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002000643851772614	0.021614567379034097	0.00013114543284542413	0.3804057011529408	0.0	0.0	0.0	0.0	0.0	8.646998482766925e-05	0.01344336344264457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006656473836477172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002124635965474014	5.913139758876568e-05	0.0	0.0	0.0	0.0	0.0024209323819730276	4.1031102597884846e-05	0.0	0.00024090611125426168	0.0	0.0	0.0	0.0025916482167744693	0.0	5.527994091962012e-05	0.015586511055390892	0.0	0.0007854854435129614	0.0	0.0003364684842295081	0.0	0.0	0.0	0.0	0.0	0.0	0.00040164561597854227	0.007266539213107814	0.0	0.00011930512211056283	0.010811408763844867	5.755700201076556e-05	0.000601907502530958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006269026822159721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024227884813730929	0.0	0.020462931721075155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007267779147426275	0.0	4.423248987425826e-05	0.0	0.0	0.0	0.08451690444408884	0.0001665340954873478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005217682671432825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.321050876089031e-06	0.0	7.694039372308235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm_D1/D2-hybrid medium spiny neuron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6199731695692444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002114296294054519	0.0	0.0	0.00028560771966028276	0.0	0.0	0.0002186677465087023	0.012936138775457356	0.032368194356554164	0.0	1.6923897546102254e-05	0.7625691149007469	0.6243304107368356	0.7107298900771399	0.19930661321764107	0.44717114428461063	0.1147698497451399	9.180558155754516e-05	0.023642874538127582	0.0010209759656687584	0.0	0.0007866231415274962	0.020516440415875137	0.0006754174439628283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004565814531545186	2.3709641347896594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm_GABAergic neuron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022637557937205352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8943710622062551e-06	1.495651535031351e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.412861157784766e-05	0.0	0.0	1.2958896745786605e-06	0.0	2.215188546824619e-05	0.0	0.0	0.0	3.3777710581997197e-07	0.0	0.0	0.0	0.0	0.0	2.390499949638582e-07	8.48940311577419e-07	0.0	0.0	1.8185452529264553e-06	0.0	0.0	0.0	0.0	3.6592051772942322e-06	0.0	0.0005190128422731671	0.0001491136992929255	2.7131792980455603e-05	0.0	4.9039349225596635e-06	0.0009184350176822247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.366136190071094e-07	0.0	2.318257481887716e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.112819600986277e-06	4.8595806750731606e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.3751175218915746e-07	0.0	0.0	0.0	0.0	0.0	1.355276029552241e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.208478814006168e-05	1.3796023276407311e-05	0.0	0.0	4.300499285856149e-05	0.0	0.00029643986980930337	0.00029920186631099855	0.0	0.0003200451271477984	0.12308152074985372	0.026859082794738236	0.011693840500211144	0.0	0.0	0.0	0.0	0.00017384205191312273	0.001667803103740374	0.00022345239527907828	0.006779247407925728	0.0024128650522239714	0.0021070435179640573	0.004706035074427977	0.0025977025985672005	0.0009948619308177025	0.004501771425356396	0.029420193291138826	0.0008760200897374082	7.717426171058708e-06	0.010423349055455404	0.0005747879474596909	2.976558342861902e-06	0.0	0.00019970298700229682	0.0006306999627197382	3.363739128267804e-05	0.0	0.0017967927701588783	0.0010429805542855428	0.0011362412756724513	8.883683641425672e-06	0.0	3.481344339410873e-05	0.0010623812020262844	0.000557785594612795	0.00011496383234887433	0.0007554900062497352	0.000613629948095722	0.0001252902133762783	0.0	5.4915981104301566e-05	0.0	0.0	2.65409423305955e-05	0.00023509563824397747	0.0	0.0	0.0	0.0	0.00012493961672160758	1.2085518016782266e-06	0.0	3.741558931639479e-07	0.0	0.0	0.0003043388532537801	0.0	0.0	0.0093171602994673	0.05956805340536211	1.3071269785729456e-05	0.00014779490786760594	0.0	0.0	3.272537625715284e-05	0.0016614800890401408	3.8543543467253324e-05	1.964483693856336e-05	1.292498000606491e-05	1.8936400811094526e-05	1.3589743139755624e-05	4.18749089495421e-05	0.00010271093958855264	0.00013929808255163173	0.0	1.0574441155935317e-05	4.8832312906416594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.916726933609111e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6177746516327715e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.037813939028808e-05	0.0	0.0	0.0003595184181546816	0.0	0.00044303254670921425	0.0	0.0009088179874502212	0.0014023664457813712	0.23239155546494902	0.0	0.04662218279682779	0.00030913427498097915	0.0	0.0	0.0005271445211577187	4.438265631346673e-05	0.0030355548186463714	0.0	0.002578767134833262	0.0039278262192579474	0.05839561937760841	0.007498204971350471	0.22065661500562977	0.35253940905956627	0.3561789186990341	0.4625180109507932	0.7504755491550147	0.5233352872598518	0.6837498491855875	0.6653644356793713	0.6817994246496929	0.5875404789997092	0.45892683568234993	0.5284977550464249	0.0	1.1035527973777662e-05	0.277750367483775	0.0006539977458275434	0.00019469403364731928	0.00016865357991711384	0.0	0.0	0.0	0.0	3.833423270116444e-05	0.0	0.0	0.0021315287358438743	0.01304970741250423	0.05969990741495318	0.08052363721036039	0.12636033530403207	0.44973844728333806	0.0022387675805444784	0.00035171810237145154	0.00457203713606486	5.9870523434546406e-05	0.0	0.015158160420159755	0.02137606840593615	0.39376439139126573	0.5354762910807327	0.19604856704621887	0.2523006362846128	0.8242175203110099	0.00011574838243369865	0.02164751089546622	0.020003014816009454	0.0074166439662642514	0.00018135011574587	0.0	0.013258832223782779	0.0169271563571707	0.06914398850362659	0.0	0.0006790063868305234	0.00010960407301724158	6.91479359560435e-05	0.005153182580912914	0.0	0.04323361958526745	0.0007321825310812402	0.21095388743806281	0.38720746142052914	0.0020874019777392962	0.0011920087864874418	0.317221955051795	0.5851455687928475	0.7228342411811786	0.001409042479064012	0.0020739567619610785	0.0012098179067656543	0.6544400431578946	0.6186295519533542	0.46850187953923983	0.6222098007442332	0.6055154655648267	0.26097562531261775	0.585497599411753	0.5886535388648779	0.7925313601286922	0.7234676582300981	0.050551847005561014	0.05553220057981133	0.5760439063113361	0.7403812501149437	0.6953658278034843	0.6697891318300141	0.5222057463010781	0.7492499168862696	0.6762439134048722	0.5468507634035439	0.6786592725805393	0.587057642052734	0.6049309180931333	0.33219088180452055	0.0	1.060610444252893e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006655104346836143	0.0	0.0	0.0	0.0	0.0	0.0
